iter	Logloss
0	0.6162644253
1	0.5900946176
2	0.5139246295
3	0.4557598073
4	0.4027529891
5	0.383504847
6	0.3442957068
7	0.3013703951
8	0.2773071002
9	0.2646423258
10	0.2400693996
11	0.2287691998
12	0.2220263327
13	0.2059652267
14	0.1975108321
15	0.1806005252
16	0.1704330137
17	0.1643194178
18	0.1501459204
19	0.1373506772
20	0.1336307731
21	0.1311221994
22	0.1217367008
23	0.1187118407
24	0.1094348456
25	0.1025808601
26	0.09607724221
27	0.09287396298
28	0.09056920903
29	0.08789109671
30	0.08407110809
31	0.07519641999
32	0.07391842463
33	0.06839053862
34	0.06681633508
35	0.06398372753
36	0.06296611089
37	0.06221747142
38	0.06096678908
39	0.05864497667
40	0.05493460932
41	0.05376070289
42	0.05283657197
43	0.05048251921
44	0.04965036146
45	0.04720547379
46	0.04627647708
47	0.04539602546
48	0.04281028112
49	0.04087357367
50	0.03997326923
51	0.03811963656
52	0.03595228093
53	0.03431833944
54	0.03337344303
55	0.03217516663
56	0.02974217938
57	0.02870700693
58	0.02714891844
59	0.0265318245
60	0.02471615679
61	0.02371450137
62	0.02285203113
63	0.02190777051
64	0.02153261759
65	0.02084378401
66	0.01960263201
67	0.01924608472
68	0.01824025569
69	0.01750248222
70	0.01674769771
71	0.01621451173
72	0.01554854967
73	0.01500645632
74	0.01437579432
75	0.01381194207
76	0.01321016076
77	0.01278173539
78	0.01233017829
79	0.01195221306
80	0.01154907801
81	0.01114618906
82	0.01068824978
83	0.0104213953
84	0.01017455645
85	0.009903125865
86	0.00962149456
87	0.009253302569
88	0.009139662789
89	0.008908333317
90	0.00868687963
91	0.008593237528
92	0.008374335945
93	0.008295234813
94	0.008178259096
95	0.008109251658
96	0.007941328069
97	0.00783552662
98	0.007694899395
99	0.00758021429
100	0.007464330043
101	0.007171993615
102	0.007068833356
103	0.007034336367
104	0.00685000676
105	0.006666419327
106	0.006497369018
107	0.006430849593
108	0.006349973781
109	0.006293184014
110	0.006170750946
111	0.006038917649
112	0.005921716972
113	0.005813560178
114	0.0057722971
115	0.005660381368
116	0.005624127644
117	0.005508079324
118	0.005472631865
119	0.00541569597
120	0.005356379735
121	0.005272266044
122	0.005252022256
123	0.005206871097
124	0.005168095712
125	0.005115343678
126	0.005019895172
127	0.004990195074
128	0.004873661585
129	0.004843761203
130	0.004812384805
131	0.004764753965
132	0.004662706967
133	0.004536125609
134	0.004495850173
135	0.004432403272
136	0.004353699505
137	0.004291928904
138	0.004195136409
139	0.004149357798
140	0.004125246117
141	0.004100543837
142	0.004040853311
143	0.003995201921
144	0.003941415779
145	0.003859917964
146	0.003838553864
147	0.003797322191
148	0.003785739342
149	0.003762769443
150	0.003744054225
151	0.003727626416
152	0.003699551346
153	0.003688345353
154	0.003649342765
155	0.003628589453
156	0.003598775915
157	0.003554533246
158	0.003511438447
159	0.003493743558
160	0.003469988544
161	0.003446578339
162	0.003421859075
163	0.003402505511
164	0.003379857348
165	0.003366299855
166	0.003293156303
167	0.003293139319
168	0.003255610825
169	0.003207985111
170	0.003197011127
171	0.003181145396
172	0.003153757703
173	0.003133627035
174	0.003114286289
175	0.003099762945
176	0.00307159975
177	0.003048417068
178	0.003022079186
179	0.003003184513
180	0.00299330232
181	0.002950663208
182	0.002938550006
183	0.002901353823
184	0.002867511524
185	0.002860467921
186	0.002812031136
187	0.002783335024
188	0.002770761328
189	0.002744748067
190	0.002735953818
191	0.002721077973
192	0.002679990344
193	0.002668394837
194	0.002668390031
195	0.002644182213
196	0.00263592729
197	0.002624496337
198	0.002611389884
199	0.002592510754
200	0.002592490565
201	0.002583963416
202	0.002567462383
203	0.002557172891
204	0.00252859727
205	0.002505323579
206	0.002486718438
207	0.002477794565
208	0.002463036968
209	0.002463032161
210	0.002441886612
211	0.002428013791
212	0.0024221328
213	0.002421299616
214	0.002421281671
215	0.002418150024
216	0.002418148261
217	0.002405823879
218	0.002384172813
219	0.002366395407
220	0.002352882297
221	0.002332501834
222	0.002317751928
223	0.002305823308
224	0.002276734319
225	0.002258331224
226	0.00224095599
227	0.002223306606
228	0.002211774709
229	0.002196124164
230	0.002179986687
231	0.002173842602
232	0.002166333378
233	0.002157734286
234	0.002142828639
235	0.002131257967
236	0.002110640368
237	0.002110556569
238	0.002104848944
239	0.002098309737
240	0.002094554324
241	0.002078333209
242	0.002063935162
243	0.002055161903
244	0.00204948408
245	0.002042783524
246	0.002042803553
247	0.00204271014
248	0.002042677774
249	0.002029455798
250	0.002016807596
251	0.001994893756
252	0.001988450045
253	0.001983435083
254	0.001983214931
255	0.001983225185
256	0.001983244252
257	0.001983222942
258	0.001964399892
259	0.001959248256
260	0.001951736789
261	0.001938800017
262	0.001938790243
263	0.001921771995
264	0.001921786096
265	0.001921782571
266	0.00192178193
267	0.001921786096
268	0.001921682749
269	0.001921650223
270	0.001905781607
271	0.001905751485
272	0.001905626187
273	0.001905610805
274	0.001905593821
275	0.001905603114
276	0.001905578439
277	0.001891893084
278	0.001891895968
279	0.001883277009
280	0.001877830714
281	0.001874418028
282	0.001874399281
283	0.001871182713
284	0.001871142977
285	0.001871153232
286	0.001871131761
287	0.001862543885
288	0.001849824382
289	0.001839266349
290	0.001839202739
291	0.001834661089
292	0.001828707674
293	0.001826742003
294	0.001822707794
295	0.001822709076
296	0.001822735513
297	0.001822637935
298	0.001815563569
299	0.00181526875
